#obswave  flux    err
7027.4862 6.03193 0.324636
7029.1045 5.93030 0.328238
7030.7232 5.55346 0.327171
7032.3423 6.08208 0.330463
7033.9617 6.86470 0.335577
7035.5815 5.41930 0.323492
7037.2017 5.87770 0.325202
7038.8223 6.13828 0.331798
7040.4432 5.97133 0.340046
7042.0645 5.70655 0.347058
7043.6862 5.57377 0.345375
7045.3083 5.82111 0.339231
7046.9307 6.36625 0.352206
7048.5535 6.14725 0.380214
7050.1767 5.70957 0.377065
7051.8002 5.66085 0.360421
7053.4241 5.89294 0.347305
7055.0484 5.72698 0.333770
7056.6731 5.26501 0.327615
7058.2982 6.14756 0.333412
7059.9236 6.12663 0.336508
7061.5494 5.51715 0.330877
7063.1755 5.85027 0.338815
7064.8021 6.40988 0.340857
7066.4290 6.17356 0.341968
7068.0563 5.75288 0.334650
7069.6840 5.98249 0.335247
7071.3120 6.29277 0.390701
7072.9404 5.93077 0.381516
7074.5692 5.42196 0.335182
7076.1984 5.26416 0.341283
7077.8279 5.50376 0.327570
7079.4578 5.38700 0.319105
7081.0881 5.49006 0.323664
7082.7188 5.91409 0.334644
7084.3498 5.26753 0.346080
7085.9813 5.80245 0.377234
7087.6131 6.24631 0.379841
7089.2452 5.93679 0.344847
7090.8778 5.95650 0.395358
7092.5107 6.50517 0.386032
7094.1440 5.82928 0.323599
7095.7777 6.19672 0.319408
7097.4117 5.67382 0.314000
7099.0462 5.24931 0.308917
7100.6810 5.34601 0.309783
7102.3161 5.63933 0.311511
7103.9517 6.03120 0.315167
7105.5876 5.58541 0.312845
7107.2239 5.89812 0.317790
7108.8606 6.22819 0.321496
7110.4977 6.08225 0.326177
7112.1351 5.74229 0.319987
7113.7730 5.53979 0.314374
7115.4112 5.44153 0.318162
7117.0497 5.74576 0.318542
7118.6887 5.58599 0.313300
7120.3280 5.64693 0.317554
7121.9677 6.33481 0.331912
7123.6078 5.98220 0.328973
7125.2482 5.35729 0.312595
7126.8891 5.88014 0.319068
7128.5303 5.77491 0.330979
7130.1719 5.48351 0.338421
7131.8139 5.95508 0.329318
7133.4562 5.77878 0.324664
7135.0989 5.43762 0.324087
7136.7421 6.11427 0.321839
7138.3855 6.02594 0.319459
7140.0294 5.71164 0.321596
7141.6736 6.22837 0.330897
7143.3183 6.13388 0.339852
7144.9633 5.56088 0.343945
7146.6086 5.61577 0.348177
7148.2544 5.52416 0.347377
7149.9005 5.51816 0.340628
7151.5470 5.82060 0.333370
7153.1939 5.37026 0.321993
7154.8412 5.28653 0.312027
7156.4889 5.16663 0.315005
7158.1369 5.50202 0.322119
7159.7853 5.84453 0.332290
7161.4341 5.73669 0.336511
7163.0833 5.99076 0.341822
7164.7328 6.42569 0.347119
7166.3828 5.75419 0.398633
7168.0331 4.98063 0.393872
7169.6838 5.51066 0.400030
7171.3348 6.39848 0.403368
7172.9863 4.88126 0.392264
7174.6381 5.07215 0.388500
7176.2903 5.44205 0.402892
7177.9429 5.07136 0.407527
7179.5959 5.19505 0.408602
7181.2492 6.11187 0.406440
7182.9030 5.70476 0.355631
7184.5571 6.45268 0.363071
7186.2116 6.56177 0.375677
7187.8665 6.49938 0.380135
7189.5217 6.34415 0.420906
7191.1774 6.04358 0.413379
7192.8334 6.12036 0.351294
7194.4898 4.88915 0.354321
7196.1466 5.07305 0.358545
7197.8037 6.09274 0.360383
7199.4613 6.18181 0.358275
7201.1192 5.45778 0.367429
7202.7775 6.19839 0.442927
7204.4362 6.30726 0.434078
7206.0953 6.17146 0.364151
7207.7547 6.32543 0.365274
7209.4146 6.35499 0.376931
7211.0748 6.01712 0.361013
7212.7354 6.08027 0.350695
7214.3964 5.92806 0.344222
7216.0577 5.72998 0.339884
7217.7195 5.44764 0.344206
7219.3816 5.84746 0.350301
7221.0441 6.65745 0.361255
7222.7070 5.86261 0.353952
7224.3703 5.86681 0.359861
7226.0340 5.92301 0.371587
7227.6980 6.43526 0.380565
7229.3625 6.47837 0.431565
7231.0273 5.80344 0.403979
7232.6925 6.38171 0.367503
7234.3581 5.79544 0.393544
7236.0240 6.00579 0.415611
7237.6904 5.91179 0.436348
7239.3571 5.96689 0.558166
7241.0242 6.02906 0.759067
7242.6917 4.12226 0.722345
7244.3596 6.77286 0.709841
7246.0279 6.34301 0.750382
7247.6965 5.31009 0.708276
7249.3656 5.36577 0.507803
7251.0350 5.71858 0.408233
7252.7048 6.23911 0.440621
7254.3750 5.55047 0.481037
7256.0455 6.29100 0.485741
7257.7165 6.08457 0.423284
7259.3878 5.38009 0.383349
7261.0596 5.60526 0.376279
7262.7317 5.11120 0.391186
7264.4042 5.40501 0.394625
7266.0771 6.24377 0.389009
7267.7503 5.75230 0.393435
7269.4240 5.62675 0.401956
7271.0980 6.47747 0.406178
7272.7725 4.75635 0.386545
7274.4473 6.72286 0.449852
7276.1225 5.37760 0.711615
7277.7980 5.33302 0.923219
7279.4740 5.55845 0.772117
7281.1504 4.06579 0.490134
7282.8271 6.19758 0.427086
7284.5042 5.17253 0.521199
7286.1817 6.67684 0.606679
7287.8596 6.62850 0.531710
7289.5379 5.01489 0.414781
7291.2166 5.15909 0.382124
7292.8957 6.28786 0.403273
7294.5751 6.26777 0.412503
7296.2549 5.71265 0.439352
7297.9352 5.31310 0.448133
7299.6158 5.39081 0.405650
7301.2967 5.87751 0.378680
7302.9781 6.19947 0.424083
7304.6599 5.49305 0.503553
7306.3420 5.10766 0.489903
7308.0246 5.46030 0.410189
7309.7075 5.54659 0.375765
7311.3908 4.85473 0.380365
7313.0745 5.07577 0.399104
7314.7586 7.31067 0.467237
7316.4431 8.70151 0.650692
7318.1280 6.38894 0.820997
7319.8132 4.26347 0.654070
7321.4989 5.60013 0.427710
7323.1849 5.60134 0.358171
7324.8713 5.81530 0.348707
7326.5581 5.13035 0.361622
7328.2453 5.97984 0.431795
7329.9329 6.84086 0.547222
7331.6209 5.47260 0.552682
7333.3093 4.74513 0.429293
7334.9980 5.61404 0.376309
7336.6871 5.58935 0.370150
7338.3767 5.50322 0.396585
7340.0666 5.58711 0.541154
7341.7569 5.29979 0.775749
7343.4476 4.81007 0.849093
7345.1387 3.79169 0.521385
7346.8302 5.28826 0.378289
7348.5220 5.52141 0.365216
7350.2143 5.19624 0.365982
7351.9069 6.26819 0.369135
7353.6000 5.51151 0.366727
7355.2934 5.43501 0.370195
7356.9872 5.73404 0.374395
7358.6814 5.20142 0.472372
7360.3760 4.28059 0.546687
7362.0710 4.40563 0.477808
7363.7663 5.60719 0.365829
7365.4621 5.18398 0.357345
7367.1583 5.85341 0.387275
7368.8548 4.93673 0.502948
7370.5518 4.61525 0.728858
7372.2491 6.19669 0.681890
7373.9468 3.94872 0.428692
7375.6449 5.81425 0.362667
7377.3434 5.31854 0.347912
7379.0423 5.12224 0.343065
7380.7416 5.44663 0.342599
7382.4413 4.89001 0.386551
7384.1413 5.78465 0.397940
7385.8418 5.71560 0.347268
7387.5426 5.74917 0.345613
7389.2439 5.55207 0.350624
7390.9455 5.06647 0.374276
7392.6475 5.01990 0.439307
7394.3499 5.74306 0.528808
7396.0528 5.24484 0.452908
7397.7560 5.26833 0.348499
7399.4595 5.31329 0.353067
7401.1635 5.64311 0.437792
7402.8679 5.99811 0.614789
7404.5727 4.40677 0.585372
7406.2778 4.55714 0.397909
7407.9834 5.16116 0.334990
7409.6893 5.44184 0.326197
7411.3957 5.82698 0.340456
7413.1024 5.94329 0.345723
7414.8095 4.34801 0.338217
7416.5171 5.14978 0.343216
7418.2250 5.54389 0.348740
7419.9333 5.57005 0.343715
7421.6420 5.64463 0.336486
7423.3511 5.43396 0.332549
7425.0606 4.80710 0.326007
7426.7704 5.21580 0.332546
7428.4807 5.45924 0.346205
7430.1914 5.60670 0.401754
7431.9024 5.52084 0.421755
7433.6139 5.11880 0.382195
7435.3257 5.33658 0.336638
7437.0380 6.44240 0.371061
7438.7506 6.50074 0.477518
7440.4637 6.08367 0.499893
7442.1771 5.20748 0.412719
7443.8909 4.51038 0.341820
7445.6051 6.04287 0.342968
7447.3197 5.30540 0.335131
7449.0347 5.61577 0.322856
7450.7501 6.02734 0.339297
7452.4659 6.14372 0.340761
7454.1821 6.24254 0.340598
7455.8987 5.40637 0.329617
7457.6157 5.43336 0.328101
7459.3331 5.77154 0.335979
7461.0509 5.58237 0.342617
7462.7690 5.10958 0.349625
7464.4876 5.11008 0.365221
7466.2065 5.63612 0.376213
7467.9259 5.98330 0.390956
7469.6457 5.45460 0.393059
7471.3658 5.09552 0.397773
7473.0863 5.19891 0.426067
7474.8073 5.33418 0.446675
7476.5286 5.48419 0.434940
7478.2504 5.49458 0.400366
7479.9725 6.20753 0.427357
7481.6950 6.40374 0.458527
7483.4179 5.89201 0.529269
7485.1412 5.19534 0.519936
7486.8650 4.45357 0.402593
7488.5891 6.14338 0.357071
7490.3136 5.67272 0.345854
7492.0385 5.45247 0.344551
7493.7638 5.60336 0.372206
7495.4895 4.95472 0.380654
7497.2156 5.71033 0.356831
7498.9421 5.62653 0.336418
7500.6690 5.58578 0.341761
7502.3963 6.29383 0.361707
7504.1240 6.51431 0.361401
7505.8521 5.75865 0.343866
7507.5805 6.28717 0.343935
7509.3094 5.62755 0.333801
7511.0387 5.15261 0.331710
7512.7684 5.58833 0.334361
7514.4985 6.67822 0.352896
7516.2289 7.22771 0.364332
7517.9598 6.18839 0.370728
7519.6911 6.47201 0.369101
7521.4228 4.40336 0.379498
7523.1548 5.87429 0.461378
7524.8873 7.60577 0.737512
7526.6202 4.84511 0.686164
7528.3534 5.41374 0.445791
7530.0871 4.98138 0.405857
7531.8212 5.15122 0.422997
7533.5556 5.47998 0.414462
7535.2905 5.35859 0.354462
7537.0258 5.22530 0.345135
7538.7614 5.73755 0.350556
7540.4975 5.15849 0.356503
7542.2340 4.80994 0.359997
7543.9708 4.85057 0.342680
7545.7081 5.20135 0.342131
7547.4457 5.35685 0.332142
7549.1838 4.66685 0.326995
7550.9223 6.36860 0.347805
7552.6611 5.69149 0.335709
7554.4004 4.97169 0.338809
7556.1401 5.25048 0.348405
7557.8801 5.25433 0.404013
7559.6206 5.17125 0.439160
7561.3615 5.22432 0.392425
7563.1027 5.83744 0.351392
7564.8444 6.05550 0.351164
7566.5865 5.89570 0.350427
7568.3290 5.84322 0.367069
7570.0718 5.27215 0.391357
7571.8151 4.18549 0.500306
7573.5588 4.16015 0.583639
7575.3028 4.09392 0.482418
7577.0473 4.86131 0.382186
7578.7922 6.36535 0.345667
7580.5375 4.67486 0.328007
7582.2832 5.56685 0.335513
7584.0293 5.26799 0.339435
7585.7758 5.66183 0.392885
7587.5226 6.21446 0.459575
7589.2699 5.14270 0.432836
7591.0176 4.86563 0.362122
7592.7657 5.29050 0.358946
7594.5142 4.90978 0.405770
7596.2631 4.61310 0.479518
7598.0124 4.87250 0.692799
7599.7621 5.60968 0.962099
7601.5123 6.21405 1.02570
7603.2628 1.73505 0.975979
7605.0137 2.84297 0.948765
7606.7650 5.26351 0.982344
7608.5167 6.29072 0.942788
7610.2689 6.68942 0.780483
7612.0214 4.89453 0.683883
7613.7743 6.38634 0.612008
7615.5277 5.84633 0.540111
7617.2814 6.19067 0.496008
7619.0356 6.31506 0.509314
7620.7901 4.36809 0.506166
7622.5451 5.65410 0.497747
7624.3004 4.99693 0.507267
7626.0562 6.03694 0.548375
7627.8123 5.78812 0.624096
7629.5689 5.07456 0.743286
7631.3259 5.63632 0.726626
7633.0833 3.64281 0.578503
7634.8411 5.40636 0.519437
7636.5992 4.95518 0.494990
7638.3578 5.57568 0.522945
7640.1168 6.32077 0.523316
7641.8762 4.80080 0.460483
7643.6360 5.88930 0.464570
7645.3963 5.17111 0.450661
7647.1569 4.68202 0.426335
7648.9179 5.37630 0.439221
7650.6793 5.81750 0.419863
7652.4412 5.13142 0.426583
7654.2034 5.36217 0.460602
7655.9661 4.92610 0.440634
7657.7291 4.93144 0.395436
7659.4926 5.10284 0.377527
7661.2565 5.45429 0.409408
7663.0207 5.98181 0.482205
7664.7854 5.71450 0.487263
7666.5505 5.64150 0.414383
7668.3160 5.46646 0.367550
7670.0819 5.52834 0.359155
7671.8482 5.50836 0.355974
7673.6149 5.08305 0.346512
7675.3820 5.18847 0.350362
7677.1495 5.62289 0.348239
7678.9175 4.88898 0.341349
7680.6858 4.86268 0.343602
7682.4546 5.68529 0.362420
7684.2237 5.72144 0.369093
7685.9933 4.97087 0.364856
7687.7632 5.41576 0.374913
7689.5336 5.53787 0.379603
7691.3044 5.22307 0.374569
7693.0756 5.46288 0.384121
7694.8472 5.95495 0.377760
7696.6192 4.64273 0.357683
7698.3916 5.68597 0.371880
7700.1644 5.69246 0.411769
7701.9377 5.32130 0.407230
7703.7113 5.33801 0.380902
7705.4854 5.35096 0.358665
7707.2598 5.46827 0.355052
7709.0347 6.26332 0.357473
7710.8100 4.89198 0.402750
7712.5856 7.10374 0.592228
7714.3617 7.62333 0.773967
7716.1382 2.35071 0.764152
7717.9152 5.79047 0.807666
7719.6925 4.14883 0.753276
7721.4702 3.56127 0.486203
7723.2483 4.59852 0.406306
7725.0269 5.25143 0.436460
7726.8059 4.59414 0.575380
7728.5852 3.67429 0.539928
7730.3650 4.76821 0.454033
7732.1452 4.81121 0.405393
7733.9258 5.32783 0.375533
7735.7068 5.98331 0.395985
7737.4882 5.33960 0.412186
7739.2700 5.34710 0.383880
7741.0523 5.86404 0.371029
7742.8349 5.50788 0.364247
7744.6180 5.43488 0.358781
7746.4014 5.73924 0.370656
7748.1853 6.05711 0.418000
7749.9696 7.07199 0.626865
7751.7543 4.64706 0.992305
7753.5394 4.06219 0.867688
7755.3250 5.72807 0.484333
7757.1109 6.29157 0.393177
7758.8972 4.89185 0.433910
7760.6840 6.12020 0.629753
7762.4712 4.88377 0.623482
7764.2587 4.71355 0.449696
7766.0467 5.05187 0.353854
7767.8351 5.17795 0.350988
7769.6240 5.30678 0.362150
7771.4132 5.14281 0.403883
7773.2028 5.97246 0.508806
7774.9929 5.19257 0.574517
7776.7833 3.91082 0.510293
7778.5742 4.42162 0.428967
7780.3655 6.03413 0.466276
7782.1572 4.45259 0.526579
7783.9493 4.39912 0.457818
7785.7419 5.17961 0.382560
7787.5348 6.49944 0.443212
7789.3281 6.24206 0.449045
7791.1219 4.54582 0.408090
7792.9161 7.02151 0.519436
7794.7107 6.13662 0.785587
7796.5057 3.42404 0.867289
7798.3011 3.71532 0.606405
7800.0969 5.44484 0.387197
7801.8932 4.90794 0.361644
7803.6898 5.08809 0.362455
7805.4869 5.61414 0.383079
7807.2844 5.59402 0.423559
7809.0823 4.89495 0.556882
7810.8806 4.32731 0.615835
7812.6793 4.70817 0.475726
7814.4785 5.46577 0.399119
7816.2780 5.21133 0.393461
7818.0780 5.59561 0.390735
7819.8784 5.61398 0.476095
7821.6792 4.63565 0.945671
7823.4804 3.35253 1.03459
7825.2821 3.01801 0.697843
7827.0841 5.58211 0.401402
7828.8866 5.70940 0.387928
7830.6894 5.31517 0.376330
7832.4927 5.39888 0.377640
7834.2964 5.24282 0.377505
7836.1005 6.13088 0.382408
7837.9051 5.26512 0.378006
7839.7100 5.48752 0.396842
7841.5154 5.58961 0.518070
7843.3212 5.19363 0.577735
7845.1274 5.12601 0.462353
7846.9340 4.90790 0.379054
7848.7410 6.39362 0.404272
7850.5485 4.75998 0.460714
7852.3563 6.03412 0.626077
7854.1646 7.43224 1.30247
7855.9733 2.89931 1.47549
7857.7824 1.47485 0.642040
7859.5920 6.73664 0.548023
7861.4019 4.24857 0.805292
7863.2123 2.46300 0.878441
7865.0231 4.23031 0.478736
7866.8343 4.64357 0.427432
7868.6459 6.22146 0.543070
7870.4579 4.12696 0.616595
7872.2703 5.06876 0.685880
7874.0832 5.06991 0.568383
7875.8965 4.89875 0.423776
7877.7102 6.89113 0.437955
7879.5243 4.24050 0.530178
7881.3389 5.80016 0.630058
7883.1538 5.26560 0.604719
7884.9692 4.64131 0.517107
7886.7850 4.93078 0.441740
7888.6012 5.11361 0.474939
7890.4178 6.61021 0.689941
7892.2348 3.58899 0.723247
7894.0523 3.98149 0.548172
7895.8702 5.12715 0.433816
7897.6885 5.16832 0.421658
7899.5072 5.42307 0.399848
7901.3264 4.94870 0.389593
7903.1459 4.95960 0.389048
7904.9659 5.58580 0.402748
7906.7863 5.97524 0.409076
7908.6071 5.79604 0.411587
7910.4283 5.43505 0.428543
7912.2500 5.86829 0.578785
7914.0721 9.07350 1.00092
7915.8945 2.75115 1.05167
7917.7175 0.756608 0.770428
7919.5408 4.97806 0.545433
7921.3645 5.16235 0.687961
7923.1887 4.62056 0.739779
7925.0133 5.36023 0.581583
7926.8383 4.98534 0.430175
7928.6637 5.06348 0.408826
7930.4896 5.49717 0.491436
7932.3159 4.66045 0.652128
7934.1426 3.80688 0.649556
7935.9697 4.36008 0.483708
7937.7972 5.03328 0.401893
7939.6252 4.59956 0.381043
7941.4535 4.62681 0.377208
7943.2823 6.14855 0.402950
7945.1116 5.67163 0.410678
7946.9412 6.19687 0.433141
7948.7713 6.64087 0.511709
7950.6018 5.91387 0.599077
7952.4327 4.73364 0.558330
7954.2640 4.75359 0.424602
7956.0957 6.05717 0.388879
7957.9279 5.80240 0.379162
7959.7605 5.42515 0.376866
7961.5935 5.69784 0.398247
7963.4269 5.62335 0.553386
7965.2608 4.64038 0.998245
7967.0951 4.50640 1.05547
7968.9298 2.93053 0.659021
7970.7649 4.32018 0.468876
7972.6005 5.27653 0.415384
7974.4364 4.87067 0.392516
7976.2728 5.26904 0.440444
7978.1096 5.24684 0.495609
7979.9469 5.47640 0.629218
7981.7845 5.23862 0.670519
7983.6226 4.32453 0.508000
7985.4611 4.31026 0.407614
7987.3001 5.78390 0.403691
7989.1394 5.36969 0.410804
7990.9792 4.63317 0.442236
7992.8194 4.78686 0.660899
7994.6600 5.09498 1.06872
7996.5011 4.71455 1.07468
7998.3426 4.14575 0.603468
8000.1844 5.04272 0.431271
8002.0268 5.60441 0.406419
8003.8695 5.03925 0.412717
8005.7127 4.32710 0.385767
8007.5563 4.47496 0.380574
8009.4003 5.28263 0.380590
8011.2448 5.28415 0.395860
8013.0896 4.92774 0.449182
8014.9349 4.78668 0.567223
8016.7806 4.46264 0.598327
8018.6268 4.70956 0.439371
8020.4733 5.70912 0.430633
8022.3203 4.86862 0.456849
8024.1678 5.51565 0.474933
8026.0156 5.84130 0.712436
8027.8639 3.98585 0.867792
8029.7126 2.82326 0.650690
8031.5617 4.85024 0.457067
8033.4112 4.68864 0.407827
8035.2612 4.05462 0.385758
8037.1116 4.88337 0.387263
8038.9624 5.32363 0.388463
8040.8137 4.89981 0.394414
8042.6654 4.80556 0.387254
8044.5175 4.75992 0.374895
8046.3700 4.90593 0.366005
8048.2230 4.14349 0.375284
8050.0764 4.25713 0.383825
8051.9302 5.25517 0.489505
8053.7844 5.27644 0.538190
8055.6391 4.45027 0.468786
8057.4942 4.82924 0.393872
8059.3497 5.19807 0.387290
8061.2056 5.92998 0.458917
8063.0620 5.85219 0.606413
8064.9188 4.04636 0.609447
8066.7760 3.91632 0.457990
8068.6337 4.73297 0.406428
8070.4918 4.95314 0.371307
8072.3503 4.74891 0.372686
8074.2092 4.99949 0.426146
8076.0686 5.40415 0.447719
8077.9284 4.15429 0.398189
8079.7886 4.75656 0.392781
8081.6493 4.89277 0.375031
8083.5104 5.05534 0.381200
8085.3719 5.36671 0.395638
8087.2338 5.09256 0.400165
8089.0962 4.90641 0.380471
8090.9590 4.53420 0.375130
8092.8222 5.11443 0.399733
8094.6859 5.31588 0.449306
8096.5500 4.59698 0.453861
8098.4145 4.21398 0.396881
8100.2794 5.14981 0.393405
8102.1448 5.03200 0.441831
8104.0106 4.68834 0.505065
8105.8768 4.47590 0.484335
8107.7435 4.52383 0.431161
8109.6106 4.90917 0.400174
8111.4781 5.22430 0.397013
8113.3461 4.99898 0.382538
8115.2144 4.69424 0.384626
8117.0832 5.33293 0.384440
8118.9525 5.73955 0.387540
8120.8222 4.90073 0.380319
8122.6923 5.58815 0.385168
8124.5628 4.62888 0.388393
8126.4338 5.24019 0.392481
8128.3052 5.07456 0.403667
8130.1770 4.25318 0.399225
8132.0492 4.99071 0.394710
8133.9219 4.82651 0.399574
8135.7951 4.46734 0.410161
8137.6686 4.49469 0.418429
8139.5426 4.85996 0.425813
8141.4170 4.88029 0.438288
8143.2919 4.34660 0.416926
8145.1671 4.49463 0.413670
8147.0428 4.25540 0.457018
8148.9190 4.44954 0.475557
8150.7956 4.18950 0.442180
8152.6726 4.36266 0.406727
8154.5500 5.79313 0.418184
8156.4279 5.07938 0.412860
8158.3062 4.29368 0.400809
8160.1849 4.88375 0.402589
8162.0641 5.16245 0.425534
8163.9437 4.49990 0.430137
8165.8237 4.08627 0.419123
8167.7042 4.48326 0.395838
8169.5851 4.70883 0.413546
8171.4664 4.27444 0.422869
8173.3482 4.23119 0.398671
8175.2304 5.03071 0.408456
8177.1130 5.64156 0.434376
8178.9961 4.73735 0.463120
8180.8796 4.43855 0.473675
8182.7635 4.67544 0.461900
8184.6479 4.67069 0.454654
8186.5327 4.66693 0.470090
8188.4179 5.05128 0.540846
8190.3036 4.71228 0.541638
8192.1897 4.91714 0.536338
8194.0762 5.37860 0.472087
8195.9632 5.22089 0.499107
8197.8506 4.86617 0.513712
8199.7385 5.02722 0.480492
8201.6267 4.51957 0.459675
8203.5154 4.03308 0.447673
8205.4046 4.25187 0.437739
8207.2942 4.67841 0.440475
8209.1842 4.80374 0.445471
8211.0746 4.82819 0.443135
8212.9655 5.21803 0.432520
8214.8569 4.36904 0.417400
8216.7486 4.46863 0.417831
8218.6408 4.45220 0.417729
8220.5334 4.54912 0.426786
8222.4265 5.57041 0.433253
8224.3200 4.80191 0.428949
8226.2139 4.31537 0.430371
8228.1083 4.15111 0.450282
8230.0031 4.78734 0.502494
8231.8984 5.23184 0.511934
8233.7941 4.41818 0.463767
8235.6902 4.44704 0.438244
8237.5867 4.82228 0.417610
8239.4837 5.18331 0.422279
8241.3812 5.22379 0.439385
8243.2790 5.08261 0.432127
8245.1773 4.74792 0.427409
8247.0761 3.71652 0.488347
8248.9752 4.98471 0.534471
8250.8749 5.43660 0.449366
8252.7749 4.76794 0.430945
8254.6754 4.41720 0.417642
8256.5763 4.94350 0.430269
8258.4777 4.75949 0.426365
8260.3795 4.49702 0.420196
8262.2817 4.89080 0.425254
8264.1844 5.38396 0.430581
8266.0875 5.50791 0.430444
8267.9911 5.30401 0.427486
8269.8951 4.98301 0.428050
8271.7995 5.58509 0.439197
8273.7044 5.53937 0.429244
8275.6097 4.39565 0.441070
8277.5154 4.14174 0.497610
8279.4216 6.15726 0.773106
8281.3283 6.59625 0.928185
8283.2353 3.53217 0.832397
8285.1428 5.46616 0.753566
8287.0508 7.03589 0.673972
8288.9592 5.25805 0.906651
8290.8680 3.66116 1.08708
8292.7772 2.82169 0.755032
8294.6870 3.81087 0.499829
8296.5971 3.64531 0.650863
8298.5077 1.96174 1.33203
8300.4187 1.18295 1.53121
8302.3302 3.50275 0.934535
8304.2421 6.47177 0.679174
8306.1544 5.03983 0.469578
8308.0672 4.20145 0.526346
8309.9804 4.21864 0.595368
8311.8941 3.95925 0.762630
8313.8082 3.63652 0.697312
8315.7227 3.96065 0.489261
8317.6377 4.76853 0.441249
8319.5531 4.54393 0.454027
8321.4690 3.83352 0.436944
8323.3853 3.76568 0.423801
8325.3021 4.47960 0.425679
8327.2193 4.75512 0.425944
8329.1369 5.02041 0.422147
8331.0550 5.02019 0.446119
8332.9735 5.15977 0.437374
8334.8924 5.42121 0.424437
8336.8118 5.77458 0.437177
8338.7317 6.90237 0.470823
8340.6520 5.50614 0.510067
8342.5727 5.06964 0.697595
8344.4939 3.21035 1.26816
8346.4155 1.86316 1.62002
8348.3375 4.12455 1.19252
8350.2600 2.89182 0.656206
8352.1830 5.47904 0.700850
8354.1064 2.38455 0.967351
8356.0302 1.50585 0.888193
8357.9545 4.35482 0.558952
8359.8792 4.01076 0.463535
8361.8043 4.63001 0.481056
8363.7299 3.25993 0.552788
8365.6560 3.45577 0.705793
8367.5824 3.62272 0.702343
8369.5094 3.26255 0.606706
8371.4367 4.17541 0.529113
8373.3646 5.26551 0.467499
8375.2928 4.95813 0.450539
8377.2215 4.68777 0.436921
8379.1507 3.74448 0.441062
8381.0803 3.50322 0.556442
8383.0103 5.02506 0.858598
8384.9408 3.49861 0.859521
8386.8717 4.29029 0.623086
8388.8031 4.31583 0.500566
8390.7349 4.83705 0.466528
8392.6672 5.80705 0.451578
8394.5999 5.18673 0.458350
8396.5330 4.89683 0.520337
8398.4666 7.30408 0.873347
8400.4007 3.92342 1.45255
8402.3351 0.352462 1.69719
8404.2701 2.92152 0.761138
8406.2054 7.90301 0.581721
8408.1413 4.72075 0.499045
8410.0775 5.03613 0.447456
8412.0143 4.39221 0.459227
8413.9514 4.46981 0.564919
8415.8890 5.44977 0.918011
8417.8271 4.45969 1.08532
8419.7656 3.55455 0.653623
8421.7045 5.08700 0.466850
8423.6439 5.72478 0.465295
8425.5838 5.74792 0.485039
8427.5240 5.77621 0.611578
8429.4648 5.20688 1.09378
8431.4060 3.92318 1.79734
8433.3476 1.64288 1.64158
8435.2897 1.96147 0.682128
8437.2322 4.22885 0.554602
8439.1751 5.54688 0.467034
8441.1186 4.61038 0.445533
8443.0624 4.29237 0.437291
8445.0067 4.85085 0.457795
8446.9515 3.82236 0.509239
8448.8967 3.33887 0.558599
8450.8423 4.62177 0.598682
8452.7885 5.44592 0.846749
8454.7350 3.54235 0.962473
8456.6820 3.66268 0.696179
8458.6294 4.26399 0.477454
8460.5773 5.00237 0.478021
8462.5257 4.72425 0.539526
8464.4745 2.79138 0.777433
8466.4237 2.64716 1.29739
8468.3734 0.571498 1.26279
8470.3236 2.63731 0.635313
8472.2741 4.66875 0.455973
8474.2252 4.29061 0.448764
8476.1767 4.24276 0.472943
8478.1286 4.17254 0.479038
8480.0810 5.00283 0.478283
8482.0338 5.20751 0.472642
8483.9871 4.42117 0.461636
8485.9408 4.00110 0.431414
8487.8950 4.77635 0.440049
8489.8497 4.61432 0.445015
8491.8048 5.86185 0.519395
8493.7603 4.93253 0.713551
8495.7163 3.74857 0.801029
8497.6727 3.87418 0.577685
8499.6296 4.28751 0.474358
8501.5869 4.85542 0.595396
8503.5447 5.15658 0.723230
8505.5030 3.41654 1.15831
8507.4616 1.93280 1.01499
8509.4208 2.84608 0.629637
8511.3804 4.92637 0.468853
8513.3404 4.50703 0.453987
8515.3009 4.47464 0.445352
8517.2619 4.77368 0.438800
8519.2233 4.94787 0.461708
8521.1851 4.95603 0.471082
8523.1474 4.74383 0.487709
8525.1102 4.01391 0.463397
8527.0734 5.00493 0.459126
8529.0370 4.27684 0.443562
8531.0011 3.72912 0.442351
8532.9657 4.29966 0.445718
8534.9307 4.42936 0.448878
8536.8962 4.81390 0.464844
8538.8621 4.68472 0.553486
8540.8285 4.71802 0.599723
8542.7953 4.78964 0.542253
8544.7626 4.64556 0.489953
8546.7303 4.47127 0.526119
8548.6985 4.40690 0.701681
8550.6671 2.99181 0.827153
8552.6362 3.48638 0.661943
8554.6058 4.29923 0.501762
8556.5758 4.35846 0.475703
8558.5462 4.61535 0.466829
8560.5171 4.27667 0.467659
8562.4885 4.02761 0.469352
8564.4603 4.03632 0.475172
8566.4326 4.36591 0.481035
8568.4053 4.56445 0.490224
8570.3785 4.14195 0.473707
8572.3521 3.77985 0.473530
8574.3262 3.85655 0.474980
8576.3007 4.95082 0.481782
8578.2757 5.32013 0.488234
8580.2511 4.81159 0.485385
8582.2271 4.82267 0.462718
8584.2034 4.49979 0.468218
8586.1802 4.45658 0.482931
8588.1575 3.96445 0.515482
8590.1352 3.51090 0.546713
8592.1134 4.13377 0.525792
